Value #CPU_AVG,Value #CPU_MAX,Value #MEM_AVG,Value #MEM_MAX,Value #DISK_READ_AVG,Value #DISK_WRITE_AVG,Value #DISK_WRITE_MAX,Value #NET_RX_AVG,Value #NET_TX_AVG,Value #NET_TX_MAX
387.6,485.0,6562,6620,0.0038,0.797,1.25,0.434,0.322,0.488
