"Value #CPU_AVG","Value #CPU_MAX","Value #MEM_AVG","Value #MEM_MAX","Value #DISK_READ_AVG","Value #DISK_WRITE_AVG","Value #DISK_WRITE_MAX","Value #NET_RX_AVG","Value #NET_TX_AVG","Value #NET_TX_MAX"
35.1,37.9,6439,6488,0,0.0167,0.0264,0.0312,0.0316,0.0336
