timestamp,stream_filter,time_range,total_docs,store_size_mb,estimated_uncompressed_mb,compression_ratio,space_saved_mb,space_saved_percent
2025-12-30T15:10:20+01:00,{k8s.namespace.name="otel-demo"},24h,570882,27.43,740.24,26.99,712.81,96.3
