timestamp,stream_filter,time_range,total_docs,store_size_mb,estimated_uncompressed_mb,compression_ratio,space_saved_mb,space_saved_percent
2025-12-30T15:09:54+01:00,{k8s.namespace.name="otel-demo"},24h,570829,27.41,740.17,N/A,N/A,N/A
