"Value #CPU_AVG","Value #CPU_MAX","Value #MEM_AVG","Value #MEM_MAX","Value #DISK_READ_AVG","Value #DISK_WRITE_AVG","Value #DISK_WRITE_MAX","Value #NET_RX_AVG","Value #NET_TX_AVG","Value #NET_TX_MAX"
97.1,114,1785,2569,0.000101,0.0947,0.271,0.218,0.185,0.301
