"Value #CPU_AVG","Value #CPU_MAX","Value #MEM_AVG","Value #MEM_MAX","Value #DISK_READ_AVG","Value #DISK_WRITE_AVG","Value #DISK_WRITE_MAX","Value #NET_RX_AVG","Value #NET_TX_AVG","Value #NET_TX_MAX"
83.8,100,1049,1173,0.000504,0.0322,0.0383,0.164,0.162,0.251
