timestamp,label_filter,time_range,total_docs,store_size_mb,estimated_uncompressed_mb,compression_ratio,space_saved_mb,space_saved_percent
2026-01-02T12:36:10+01:00,{namespace="otel-demo"},48h,17713468,3280.43,2801.18,0.85,-479.25,-17.1
