Value #CPU_AVG,Value #CPU_MAX,Value #MEM_AVG,Value #MEM_MAX,Value #DISK_READ_AVG,Value #DISK_WRITE_AVG,Value #DISK_WRITE_MAX,Value #NET_RX_AVG,Value #NET_TX_AVG,Value #NET_TX_MAX
1017.1,2831.0,6932,7264,0.0144,1.883,4.65,0.872,0.635,1.478
