"Value #CPU_AVG","Value #CPU_MAX","Value #MEM_AVG","Value #MEM_MAX","Value #DISK_READ_AVG","Value #DISK_WRITE_AVG","Value #DISK_WRITE_MAX","Value #NET_RX_AVG","Value #NET_TX_AVG","Value #NET_TX_MAX"
20.5,21.4,510,529,0.00204,0.0224,0.0261,0.0361,0.0278,0.0462
